SF	Word	Segmentation	Analysis	Freq
vɑsɯtɑ	vasıta	vɑsɯtɑ	Stem	128
bu	bu	bu	Stem	182175
sɯnɯrɯɯn	sınırının	sɯnɯr-ɯ-ɯn	Stem-p3s-gen	96
ʤepheli	cepheli	ʤephe-li	Stem-li	46
ɑʃɑɰɯ	aşağı	ɑʃɑɰɯ	Stem	860
kɑdɑr	kadar	kɑdɑr	Stem	27434
kɑmerɑɯn	kameranın	kɑmerɑ-ɯn	Stem-gen	52
ujgun	uygun	ujgun	Stem	11689
birejsel	bireysel	birej-sel	Stem-sal	1451
jerde	yerde	jer-de	Stem-loc	2669
jɑɰmɑ	yağma	jɑɰmɑ	Stem	58
engel	engel	engel	Stem	1022
iʃsizlik	işsizlik	iʃ-siz-lik	Stem-siz-lik	284
gerʧek	gerçek	gerʧek	Stem	3817
ɑmɑ	ama	ɑmɑ	Stem	12070
neden	neden	neden	Stem	6231
tɑkɯm	takım	tɑkɯm	Stem	1431
kɑtkɯɯ	katkısı	kɑtkɯ-ɯ	Stem-p3s	405
belirtme	belirtmek	belirt-me	Stem-vn:inf	440
hɑsɑt	hasat	hɑsɑt	Stem	160
gørynty	görüntü	gørynty	Stem	1432
toplu	toplu	toplu	Stem	1615
veren	veren	ver-en	Stem-part:pres	3546
jønetim	yönetim	jønetim	Stem	9207
verim	verim	verim	Stem	464
bir	bir	bir	Stem	249887
ʤumhurijeti	cumhuriyeti	ʤumhurijet-i	Stem-p3s	932
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ve	ve	ve	Stem	410082
ødeme	ödeme	øde-me	Stem-vn:inf	2129
ødynʧ	ödünç	ødynʧ	Stem	511
jɑndɑn	yandan	jɑn-dɑn	Stem-abl	2129
jɯlɑn	yılan	jɯlɑn	Stem	115
ɑrɑɑrɑk	arayarak	ɑrɑ-ɑrɑk	Stem-cv:erek	243
kɑrmɑʃɯk	karmaşık	kɑrmɑʃɯk	Stem	571
gynmyze	günümüze	gyn-myz-e	Stem-p1p-dat	565
tɑnɯmɑ	tanımak	tɑnɯ-mɑ	Stem-vn:inf	241
bɑʃkɑnɯ	başkanı	bɑʃkɑn-ɯ	Stem-p3s	5439
ɑʃɑmɑ	aşama	ɑʃɑmɑ	Stem	342
ve	ve	ve	Stem	410082
øɰrenmede	öğrenmede	øɰren-me-de	Stem-vn:inf-loc	27
en	en	en	Stem	39710
gyvenlik	güvenlik	gyvenlik	Stem	3921
internet	internet	internet	Stem	5319
jønetim	yönetim	jønetim	Stem	9207
bu	bu	bu	Stem	182175
gerʧeklere	gerçeklere	gerʧek-ler-e	Stem-pl-dat	73
muhtevɑɯ	muhtevası	muhtevɑ-ɯ	Stem-p3s	73
ojnɑmɑɑ	oynamaya	ojnɑ-mɑ-ɑ	Stem-vn:inf-dat	86
iʃʧi	işçi	iʃʧi	Stem	1161
olɑn	olan	ol-ɑn	Stem-part:pres	42598
peki	peki	peki	Stem	1000
defɑɑ	defaya	defɑ-ɑ	Stem-dat	115
kɑrɑr	karar	kɑrɑr	Stem	6387
bir	bir	bir	Stem	249887
bɑhɑr	bahar	bɑhɑr	Stem	685
nɑkil	nakil	nɑkil	Stem	348
rɑɰmen	rağmen	rɑɰmen	Stem	3656
ɑnlɑmdɑ	anlamda	ɑnlɑm-dɑ	Stem-loc	1489
sigortɑɯ	sigortası	sigortɑ-ɯ	Stem-p3s	684
ɑrɑmɑ	arama	ɑrɑ-mɑ	Stem-vn:inf	1967
jɑjɯlmɑ	yayılma	jɑjɯlmɑ	Stem	142
kendi	kendi	kendi	Stem	12153
vejɑ	veya	vejɑ	Stem	35728
kilo	kilo	kilo	Stem	530
ʤinɑjet	cinayet	ʤinɑjet	Stem	127
villɑlɑr	villalar	villɑ-lɑr	Stem-pl	54
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
øɰrenʤi	öğrenci	øɰrenʤi	Stem	4880
jɑ	ya	jɑ	Stem	16514
sɯʤɑk	sıcak	sɯʤɑk	Stem	1695
ɑjrɯʤɑ	ayrıca	ɑjrɯʤɑ	Stem	11030
uluslɑr	uluslar	ulus-lɑr	Stem-pl	658
sigortɑ	sigorta	sigortɑ	Stem	2537
birimler	birimler	birim-ler	Stem-pl	426
isim	isim	isim	Stem	990
kɑpɑklɑrɯ	kapakları	kɑpɑk-lɑr-ɯ	Stem-pl-p3s	82
hemen	hemen	hemen	Stem	6034
belgelerin	belgelerin	belge-ler-in	Stem-pl-gen	559
odɑɯ	odası	odɑ-ɯ	Stem-p3s	1474
ɑlɑnɯ	alanı	ɑlɑn-ɯ	Stem-p3s	2334
vɑr	var	vɑr	Stem	11381
tiʤɑret	ticaret	tiʤɑret	Stem	4602
teknoloʒiler	teknolojiler	teknoloʒi-ler	Stem-pl	283
kurumlɑrɯ	kurumları	kurum-lɑr-ɯ	Stem-pl-p3s	761
hɑn	han	hɑn	Stem	799
ɑnɑhtɑr	anahtar	ɑnɑhtɑr	Stem	867
ulusɑl	ulusal	ulusɑl	Stem	4057
jɑsɑmɑ	yasama	jɑsɑmɑ	Stem	342
ʧerʧeve	çerçeve	ʧerʧeve	Stem	494
vekilleri	vekilleri	vekil-ler-i	Stem-pl-p3s	162
hɑs	has	hɑs	Stem	350
beledijei	belediyesi	beledije-i	Stem-p3s	1371
bilgisɑjɑrɑ	bilgisayara	bilgisɑjɑr-ɑ	Stem-dat	463
bir	bir	bir	Stem	249887
ølʧyty	ölçütü	ølʧyt-y	Stem-p3s	62
kɑmu	kamu	kɑmu	Stem	4629
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ve	ve	ve	Stem	410082
sijɑset	siyaset	sijɑset	Stem	768
gøre	göre	gøre	Stem	22404
jetkilileri	yetkilileri	jetki-li-ler-i	Stem-li-pl-p3s	488
b	b	b	Stem	6575
jɑpmɑ	yapmak	jɑp-mɑ	Stem-vn:inf	4122
fɑkɑt	fakat	fɑkɑt	Stem	5371
proʒee	projeye	proʒe-e	Stem-dat	390
zinde	zinde	zinde	Stem	26
vɑsijet	vasiyet	vɑsijet	Stem	100
bir	bir	bir	Stem	249887
ile	ile	ile	Stem	91917
ɑʃɯrɯ	aşırı	ɑʃɯrɯ	Stem	1388
ɑilelerin	ailelerin	ɑile-ler-in	Stem-pl-gen	240
dyʃynme	düşünme	dyʃyn-me	Stem-vn:inf	250
onur	onur	onur	Stem	880
doktorlɑr	doktorlar	doktor-lɑr	Stem-pl	194
mɑtemɑtik	matematik	mɑtemɑtik	Stem	1301
ɑltɯ	altı	ɑltɯ	Stem	2142
ve	ve	ve	Stem	410082
bojɑmɑ	boyama	bojɑ-mɑ	Stem-vn:inf	244
vejɑ	veya	vejɑ	Stem	35728
biz	biz	biz	Stem	6202
mutlu	mutlu	mutlu	Stem	1402
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
tehlikein	tehlikenin	tehlike-in	Stem-gen	62
dijeti	diyeti	dijet-i	Stem-p3s	32
bu	bu	bu	Stem	182175
dyʃynme	düşünme	dyʃyn-me	Stem-vn:inf	250
fɑkɑt	fakat	fɑkɑt	Stem	5371
s	s	s	Stem	5472
ɑdɯ	adı	ɑd-ɯ	Stem-p3s	5293
edinme	edinme	edin-me	Stem-vn:inf	144
bytyn	bütün	bytyn	Stem	12112
mysteʃɑrlɯk	müsteşarlık	mysteʃɑr-lɯk	Stem-lik	117
noktɑɑ	noktaya	noktɑ-ɑ	Stem-dat	590
iki	iki	iki	Stem	18258
ve	ve	ve	Stem	410082
borʧ	borç	borʧ	Stem	930
olɑmɑz	olamaz	olɑmɑz	Stem	1331
olɑn	olan	ol-ɑn	Stem-part:pres	42598
bu	bu	bu	Stem	182175
gøstermeleri	göstermeleri	gøster-me-ler-i	Stem-vn:inf-pl-p3s	59
jɑrdɯmʤɯ	yardımcı	jɑrdɯmʤɯ	Stem	3056
doɰumlu	doğumlu	doɰum-lu	Stem-li	387
ve	ve	ve	Stem	410082
ujgun	uygun	ujgun	Stem	11689
oldukʧɑ	oldukça	oldukʧɑ	Stem	3455
etme	etmek	et-me	Stem-vn:inf	5376
kullɑnmɑ	kullanma	kullɑn-mɑ	Stem-vn:inf	1137
sergileen	sergileyen	sergi-le-e-n	Stem-la-cv:ye-p2s	72
insɑnlɑrɯn	insanların	insɑn-lɑr-ɯn	Stem-pl-gen	2038
vɑtɑndɑʃɑ	vatandaşa	vɑtɑndɑʃ-ɑ	Stem-dat	91
kyltyrel	kültürel	kyltyrel	Stem	1691
ortɑmɑ	ortama	ortɑm-ɑ	Stem-dat	347
ilgili	ilgili	ilgi-li	Stem-li	21157
bilgileri	bilgileri	bilgi-ler-i	Stem-pl-acc	3741
bɑskɯ	baskı	bɑskɯ	Stem	1593
bir	bir	bir	Stem	249887
iʃlemleriin	işlemlerinin	iʃlem-ler-i-in	Stem-pl-p3s-gen	337
byjyk	büyük	byjyk	Stem	22235
mukɑbil	mukabil	mukɑbil	Stem	52
de	de	de	Stem	62501
ɑɰustos	ağustos	ɑɰustos	Stem	1555
kɑnunlɑrdɑ	kanunlarda	kɑnun-lɑr-dɑ	Stem-pl-loc	72
ɑʃɯrɯ	aşırı	ɑʃɯrɯ	Stem	1388
ɑlɑndɑ	alanda	ɑlɑn-dɑ	Stem-loc	2731
set	set	set	Stem	273
hɑftɑ	hafta	hɑftɑ	Stem	2708
bølgede	bölgede	bølge-de	Stem-loc	1678
hukukɑ	hukuka	hukuk-ɑ	Stem-dat	261
dɑ	da	dɑ	Stem	70573
ne	ne	ne	Stem	18015
ve	ve	ve	Stem	410082
emekli	emekli	emekli	Stem	988
bølgeiin	bölgesinin	bølge-i-in	Stem-p3s-gen	240
ks	x	ks	Stem	1148
resim	resim	resim	Stem	1993
hele	hele	hele	Stem	565
ve	ve	ve	Stem	410082
bir	bir	bir	Stem	249887
ønʤe	önce	ønʤe	Stem	12784
son	son	son	Stem	14420
ile	ile	ile	Stem	91917
ʧukurlɑrɑ	çukurlara	ʧukur-lɑr-ɑ	Stem-pl-dat	25
kɯʃ	kış	kɯʃ	Stem	816
sistemde	sistemde	sistem-de	Stem-loc	606
okullɑrdɑ	okullarda	okul-lɑr-dɑ	Stem-pl-loc	387
ve	ve	ve	Stem	410082
ile	ile	ile	Stem	91917
ve	ve	ve	Stem	410082
kɑnɑtlɑrɯ	kanatları	kɑnɑt-lɑr-ɯ	Stem-pl-p3s	79
kɑrɑkteristik	karakteristik	kɑrɑkteristik	Stem	215
hɑstɑnee	hastaneye	hɑstɑne-e	Stem-dat	410
sɑɰlɑɑn	sağlayan	sɑɰlɑ-ɑn	Stem-part:pres	1962
kɯrɑn	kıran	kɯr-ɑn	Stem-part:pres	54
ideɑl	ideal	ideɑl	Stem	736
ve	ve	ve	Stem	410082
odɑ	oda	odɑ	Stem	2179
ortɑ	orta	ortɑ	Stem	4380
ne	ne	ne	Stem	18015
bujrun	buyrun	bujrun	Stem	36
ønem	önem	ønem	Stem	2788
dosjɑɯ	dosyayı	dosjɑ-ɯ	Stem-acc	385
bu	bu	bu	Stem	182175
kendi	kendi	kendi	Stem	12153
ve	ve	ve	Stem	410082
tymy	tümü	tym-y	Stem-p3s	636
jɑjɯmlɑnɑn	yayımlanan	jɑjɯm-lɑn-ɑn	Stem-lan-part:pres	351
toplɑm	toplam	toplɑm	Stem	5275
sɑtɯʃlɑrɯ	satışları	sɑt-ɯʃ-lɑr-ɯ	Stem-vn:yis-pl-p3s	134
firmɑ	firma	firmɑ	Stem	2405
gørevli	görevli	gørev-li	Stem-li	1160
sonrɑ	sonra	sonrɑ	Stem	29350
bir	bir	bir	Stem	249887
nɑmɑz	namaz	nɑmɑz	Stem	154
jɑrɯʃmɑlɑrdɑ	yarışmalarda	jɑrɯʃmɑ-lɑr-dɑ	Stem-pl-loc	68
dɑ	da	dɑ	Stem	70573
de	de	de	Stem	62501
d	d	d	Stem	3870
tutum	tutum	tutum	Stem	417
teslim	teslim	teslim	Stem	2328
jønetiʤilere	yöneticilere	jønetiʤi-ler-e	Stem-pl-dat	66
tijɑtro	tiyatro	tijɑtro	Stem	888
berɑber	beraber	berɑber	Stem	2730
ve	ve	ve	Stem	410082
øneri	öneri	øneri	Stem	429
toplumsɑl	toplumsal	toplum-sɑl	Stem-sal	1826
imɑʒɯ	imajı	imɑʒ-ɯ	Stem-p3s	87
vejɑ	veya	vejɑ	Stem	35728
diɰer	diğer	diɰer	Stem	16778
mɑden	maden	mɑden	Stem	1205
sɑjɯn	sayın	sɑjɯn	Stem	2779
destekleen	destekleyen	destek-le-e-n	Stem-la-cv:ye-p2s	408
kɑdɑr	kadar	kɑdɑr	Stem	27434
geri	geri	geri	Stem	5374
kuvvetleri	kuvvetleri	kuvvet-ler-i	Stem-pl-p3s	524
modyler	modüler	modyler	Stem	176
sɑbit	sabit	sɑbit	Stem	1834
mɑvi	mavi	mɑvi	Stem	699
iʧin	için	iʧin	Stem	87024
f	f	f	Stem	2297
ve	ve	ve	Stem	410082
ɑnʤɑk	ancak	ɑnʤɑk	Stem	19398
dɑmlɑ	damla	dɑmlɑ	Stem	282
iʧ	iç	iʧ	Stem	3711
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ylke	ülke	ylke	Stem	3668
ulusɑl	ulusal	ulusɑl	Stem	4057
sɯrɑɑ	sıraya	sɯrɑ-ɑ	Stem-dat	239
kɑdɑr	kadar	kɑdɑr	Stem	27434
dynjɑɯn	dünyanın	dynjɑ-ɯn	Stem-gen	2712
geʧmee	geçmeye	geʧ-me-e	Stem-vn:inf-dat	99
jɑnɯ	yanı	jɑn-ɯ	Stem-p3s	2218
ødeme	ödeme	øde-me	Stem-vn:inf	2129
hɑklɑrɯ	hakları	hɑk-lɑr-ɯ	Stem-pl-p3s	2801
en	en	en	Stem	39710
bu	bu	bu	Stem	182175
kitɑplɑr	kitaplar	kitɑp-lɑr	Stem-pl	539
jeni	yeni	jeni	Stem	23280
ɑkɯmɯn	akımın	ɑkɯm-ɯn	Stem-gen	80
geʧmeen	geçmeyen	geʧ-me-en	Stem-neg-part:pres	106
kodu	kodu	kod-u	Stem-p3s	1818
birlikte	birlikte	birlikte	Stem	11852
ylkemize	ülkemize	ylke-miz-e	Stem-p1p-dat	284
rengɑrenk	rengarenk	rengɑrenk	Stem	72
penʤereleri	pencereleri	penʤere-ler-i	Stem-pl-p3s	88
ølym	ölüm	ølym	Stem	1959
miktɑrdɑ	miktarda	miktɑr-dɑ	Stem-loc	1124
hiʧbir	hiçbir	hiʧbir	Stem	5533
ile	ile	ile	Stem	91917
dɑhɑ	daha	dɑhɑ	Stem	45708
ve	ve	ve	Stem	410082
ɑrɑɑ	araya	ɑrɑ-ɑ	Stem-dat	1237
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
hɑjɯrlɯ	hayırlı	hɑjɯrlɯ	Stem	226
ødeme	ödeme	øde-me	Stem-vn:inf	2129
mɑdde	madde	mɑdde	Stem	16908
tedɑvi	tedavi	tedɑvi	Stem	4261
bilgileri	bilgileri	bilgi-ler-i	Stem-pl-acc	3741
fɑkylte	fakülte	fɑkylte	Stem	1145
jeterlik	yeterlik	jeterlik	Stem	678
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
verme	vermek	ver-me	Stem-vn:inf	2325
jɯlɯɯn	yılının	jɯl-ɯ-ɯn	Stem-p3s-gen	760
denetleme	denetlemek	denet-le-me	Stem-la-vn:inf	97
bulɑn	bulan	bul-ɑn	Stem-part:pres	271
ve	ve	ve	Stem	410082
sɑjɯsɑl	sayısal	sɑjɯ-sɑl	Stem-sal	1228
iʧin	için	iʧin	Stem	87024
dɑlɯ	dalı	dɑl-ɯ	Stem-p3s	1562
zeminler	zeminler	zemin-ler	Stem-pl	47
mɑdde	madde	mɑdde	Stem	16908
tyrly	türlü	tyrly	Stem	4703
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
jeterli	yeterli	jeterli	Stem	3639
ile	ile	ile	Stem	91917
temel	temel	temel	Stem	7353
zɑmɑn	zaman	zɑmɑn	Stem	15726
bir	bir	bir	Stem	249887
bir	bir	bir	Stem	249887
ujgun	uygun	ujgun	Stem	11689
ʧek	çek	ʧek	Stem	576
ve	ve	ve	Stem	410082
etmeen	etmeyen	et-me-en	Stem-neg-part:pres	231
meslek	meslek	meslek	Stem	3279
ødemeler	ödemeler	ødeme-ler	Stem-pl	342
jeni	yeni	jeni	Stem	23280
sunɑn	sunan	sun-ɑn	Stem-part:pres	548
ve	ve	ve	Stem	410082
vejɑ	veya	vejɑ	Stem	35728
birɑn	biran	birɑ-n	Stem-p2s	79
etkii	etkisi	etki-i	Stem-p3s	2174
ɑlɯnɑrɑk	alınarak	ɑlɯn-ɑrɑk	Stem-cv:erek	1772
vɑr	var	vɑr	Stem	11381
bir	bir	bir	Stem	249887
bir	bir	bir	Stem	249887
ve	ve	ve	Stem	410082
ihmɑl	ihmal	ihmɑl	Stem	516
kesin	kesin	kesin	Stem	2250
tyrly	türlü	tyrly	Stem	4703
no	no	no	Stem	11301
byklym	büklüm	byklym	Stem	28
bir	bir	bir	Stem	249887
o	o	o	Stem	21184
ders	ders	ders	Stem	4281
politikɑɯ	politikası	politikɑ-ɯ	Stem-p3s	763
istedikleri	istedikleri	iste-dik-leri	Stem-part:past-p3p	595
doktorlɑrɯ	doktorları	doktor-lɑr-ɯ	Stem-pl-p3s	44
polis	polis	polis	Stem	1470
øɰretim	öğretim	øɰretim	Stem	5516
øz	öz	øz	Stem	692
birʧok	birçok	birʧok	Stem	4663
eɰitimi	eğitimi	eɰitim-i	Stem-p3s	3231
meselei	meselesi	mesele-i	Stem-p3s	342
kɯdem	kıdem	kɯdem	Stem	197
mɑden	maden	mɑden	Stem	1205
iʧin	için	iʧin	Stem	87024
hɑjɑtɯ	hayatı	hɑjɑt-ɯ	Stem-p3s	960
bɑʃkɑnɯn	başkanın	bɑʃkɑn-ɯn	Stem-gen	302
etyt	etüt	etyt	Stem	284
durumu	durumu	durum-u	Stem-p3s	3356
jɑnlɯʃ	yanlış	jɑnlɯʃ	Stem	1998
gørev	görev	gørev	Stem	4928
ve	ve	ve	Stem	410082
birden	birden	birden	Stem	2486
jɯlɯ	yılı	jɯl-ɯ	Stem-p3s	3791
ønʤe	önce	ønʤe	Stem	12784
myslymɑn	müslüman	myslymɑn	Stem	637
ɑnʤɑk	ancak	ɑnʤɑk	Stem	19398
toplɑntɯɑ	toplantıya	toplɑntɯ-ɑ	Stem-dat	914
ve	ve	ve	Stem	410082
ɑrɑlɯk	aralık	ɑrɑlɯk	Stem	1898
iʃ	iş	iʃ	Stem	8264
delilleri	delilleri	delil-ler-i	Stem-pl-acc	57
herhɑngi	herhangi	herhɑngi	Stem	6057
jerel	yerel	jerel	Stem	2810
iʧin	için	iʧin	Stem	87024
mekɑndɑ	mekanda	mekɑn-dɑ	Stem-loc	162
sonundɑ	sonunda	sonundɑ	Stem	4400
plɑn	plan	plɑn	Stem	1241
kɑlitede	kalitede	kɑlite-de	Stem-loc	355
merkez	merkez	merkez	Stem	4110
ve	ve	ve	Stem	410082
ʤevɑplɑr	cevaplar	ʤevɑp-lɑr	Stem-pl	211
byjyk	büyük	byjyk	Stem	22235
dokumɑʤɯlɯk	dokumacılık	dokumɑʤɯ-lɯk	Stem-lik	32
olɑn	olan	ol-ɑn	Stem-part:pres	42598
bu	bu	bu	Stem	182175
øɰrenme	öğrenme	øɰren-me	Stem-vn:inf	985
bir	bir	bir	Stem	249887
ilgi	ilgi	ilgi	Stem	2246
iʃletmei	işletmesi	iʃletme-i	Stem-p3s	164
zonɑ	zona	zonɑ	Stem	35
jeni	yeni	jeni	Stem	23280
kedi	kedi	kedi	Stem	151
hesɑplɯ	hesaplı	hesɑp-lɯ	Stem-li	56
giriʃ	giriş	gir-iʃ	Stem-vn:yis	2858
jɑzɯlɯ	yazılı	jɑzɯlɯ	Stem	3316
en	en	en	Stem	39710
ɑjrɯʤɑ	ayrıca	ɑjrɯʤɑ	Stem	11030
plɑstik	plastik	plɑstik	Stem	1199
ʧevre	çevre	ʧevre	Stem	3930
ɑnɑjɑsɑdɑ	anayasada	ɑnɑjɑsɑ-dɑ	Stem-loc	58
sonundɑ	sonunda	sonundɑ	Stem	4400
ʧok	çok	ʧok	Stem	44655
kɑbul	kabul	kɑbul	Stem	10103
bɑjɑnlɑrɯn	bayanların	bɑjɑn-lɑr-ɯn	Stem-pl-gen	45
bu	bu	bu	Stem	182175
ɑjnɯ	aynı	ɑjnɯ	Stem	14697
bebek	bebek	bebek	Stem	836
ispɑt	ispat	ispɑt	Stem	261
ilk	ilk	ilk	Stem	15113
de	de	de	Stem	62501
doɰɑl	doğal	doɰɑl	Stem	3272
hiʧ	hiç	hiʧ	Stem	6678
d	d	d	Stem	3870
doɰru	doğru	doɰru	Stem	8053
jyz	yüz	jyz	Stem	1432
genʧ	genç	genʧ	Stem	2995
dɑ	da	dɑ	Stem	70573
ɑjrɯ	ayrı	ɑjrɯ	Stem	5321
renkli	renkli	renk-li	Stem-li	1455
spor	spor	spor	Stem	3261
etkili	etkili	etki-li	Stem-li	2389
vererek	vererek	ver-erek	Stem-cv:erek	838
oluʃmɑtɑ	oluşmakta	oluʃ-mɑ-tɑ	Stem-vn:inf-loc	76
øneriler	öneriler	øneri-ler	Stem-pl	498
bɑzɯ	bazı	bɑzɯ	Stem	9383
ɑnɑliz	analiz	ɑnɑliz	Stem	1203
dynjɑɑ	dünyaya	dynjɑ-ɑ	Stem-dat	1090
dɑ	da	dɑ	Stem	70573
jumurtɑ	yumurta	jumurtɑ	Stem	497
fɯrsɑttɑ	fırsatta	fɯrsɑt-tɑ	Stem-loc	132
tutup	tutup	tut-up	Stem-cv:ip	151
ɑjɯn	ayın	ɑj-ɯn	Stem-gen	477
esɑslɑr	esaslar	esɑs-lɑr	Stem-pl	679
kɑrʃɯn	karşın	kɑrʃɯn	Stem	1266
ʧok	çok	ʧok	Stem	44655
ekrɑndɑ	ekranda	ekrɑn-dɑ	Stem-loc	848
ve	ve	ve	Stem	410082
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
bir	bir	bir	Stem	249887
nɑsɯl	nasıl	nɑsɯl	Stem	8127
kɑdɑr	kadar	kɑdɑr	Stem	27434
proʒelere	projelere	proʒe-ler-e	Stem-pl-dat	240
yrynler	ürünler	yryn-ler	Stem-pl	1569
ilk	ilk	ilk	Stem	15113
jɑpɯ	yapı	jɑpɯ	Stem	3943
gelenek	gelenek	gelenek	Stem	222
formlɑr	formlar	form-lɑr	Stem-pl	152
kɑrʃɯlɑmɑ	karşılamak	kɑrʃɯlɑ-mɑ	Stem-vn:inf	411
kɑlɑn	kalan	kɑl-ɑn	Stem-part:pres	3140
dije	diye	dije	Stem	6536
hɑjvɑnlɑrdɑ	hayvanlarda	hɑjvɑn-lɑr-dɑ	Stem-pl-loc	108
sulɑrɑ	sulara	su-lɑr-ɑ	Stem-pl-dat	61
øɰle	öğle	øɰle	Stem	454
ev	ev	ev	Stem	2839
kɑnser	kanser	kɑnser	Stem	553
herhɑngi	herhangi	herhɑngi	Stem	6057
en	en	en	Stem	39710
her	her	her	Stem	37829
ʧɑlɯʃɑn	çalışan	ʧɑlɯʃ-ɑn	Stem-part:pres	2936
triko	triko	triko	Stem	33
toplumun	toplumun	toplum-un	Stem-gen	1508
millijetʧilik	milliyetçilik	millijet-ʧi-lik	Stem-ci-lik	307
kuruluʃuun	kuruluşunun	kuruluʃ-u-un	Stem-p3s-gen	218
tɑbɑndɑ	tabanda	tɑbɑn-dɑ	Stem-loc	36
ti	ti	ti	Stem	76
de	de	de	Stem	62501
gerekli	gerekli	gerek-li	Stem-li	8063
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
etmee	etmeye	et-me-e	Stem-vn:inf-dat	1103
jɑpɯlɑnmɑɯ	yapılanması	jɑpɯ-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	88
ɑlmɑ	almak	ɑl-mɑ	Stem-vn:inf	3506
emelleri	emelleri	emel-ler-i	Stem-pl-acc	28
vɑr	var	vɑr	Stem	11381
usul	usul	usul	Stem	782
ikinʤi	ikinci	iki-nʤi	Stem-ord	4581
temin	temin	temin	Stem	1895
øɰrenmei	öğrenmeyi	øɰren-me-i	Stem-vn:inf-acc	121
ʃeje	şeye	ʃej-e	Stem-dat	405
bir	bir	bir	Stem	249887
pɑzɑrɯ	pazarı	pɑzɑr-ɯ	Stem-p3s	360
sɯɰɯnmɑ	sığınma	sɯɰɯn-mɑ	Stem-vn:inf	109
kɑlɯp	kalıp	kɑlɯp	Stem	489
dønyk	dönük	dønyk	Stem	514
ksiv	xiv	ksiv	Stem	84
temiz	temiz	temiz	Stem	1212
kɑpɑsiteiin	kapasitesinin	kɑpɑsite-i-in	Stem-p3s-gen	181
bu	bu	bu	Stem	182175
bu	bu	bu	Stem	182175
sonrɑ	sonra	sonrɑ	Stem	29350
her	her	her	Stem	37829
ɑlbymy	albümü	ɑlbym-y	Stem-p3s	170
ɑrkɑdɑʃɯ	arkadaşı	ɑrkɑdɑʃ-ɯ	Stem-p3s	266
bir	bir	bir	Stem	249887
lezjonun	lezyonun	lezjon-un	Stem-gen	74
bilen	bilen	bil-en	Stem-part:pres	587
sosjɑl	sosyal	sosjɑl	Stem	6685
kɯjmet	kıymet	kɯjmet	Stem	205
bugyne	bugüne	bugyn-e	Stem-dat	1555
tym	tüm	tym	Stem	17273
jine	yine	jine	Stem	6084
ʃøjle	şöyle	ʃøjle	Stem	2175
jine	yine	jine	Stem	6084
ʃejden	şeyden	ʃej-den	Stem-abl	382
mydɑhɑle	müdahale	mydɑhɑle	Stem	999
vɑr	var	vɑr	Stem	11381
ʧemberleri	çemberleri	ʧember-ler-i	Stem-pl-p3s	27
vɑr	var	vɑr	Stem	11381
hɑngi	hangi	hɑngi	Stem	5122
jɑnɯ	yanı	jɑn-ɯ	Stem-p3s	2218
ylkemizi	ülkemizi	ylke-miz-i	Stem-p1p-acc	213
plɑnlɯ	planlı	plɑn-lɯ	Stem-li	363
tezi	tezi	tez-i	Stem-p3s	640
proʒei	projesi	proʒe-i	Stem-p3s	1823
s	s	s	Stem	5472
zɑmɑn	zaman	zɑmɑn	Stem	15726
olmɑɯ	olması	ol-mɑ-ɯ	Stem-vn:inf-p3s	8594
sɯʤɑk	sıcak	sɯʤɑk	Stem	1695
ve	ve	ve	Stem	410082
tɑrihin	tarihin	tɑrih-in	Stem-gen	402
dumɑn	duman	dumɑn	Stem	283
jɯl	yıl	jɯl	Stem	12079
tɑmɑmen	tamamen	tɑmɑmen	Stem	2856
pɑrkɑ	parka	pɑrkɑ	Stem	51
en	en	en	Stem	39710
ʧevre	çevre	ʧevre	Stem	3930
ɑjrɯ	ayrı	ɑjrɯ	Stem	5321
din	din	din	Stem	1401
mysɑbɑkɑlɑrɯ	müsabakaları	mysɑbɑkɑ-lɑr-ɯ	Stem-pl-p3s	55
diɰer	diğer	diɰer	Stem	16778
ortɑlɑmɑ	ortalama	ortɑlɑmɑ	Stem	2196
binin	binin	bin-in	Stem-gen	90
stok	stok	stok	Stem	1106
miljon	milyon	miljon	Stem	4703
de	de	de	Stem	62501
jɑ	ya	jɑ	Stem	16514
vɑkɯf	vakıf	vɑkɯf	Stem	944
beton	beton	beton	Stem	651
teʃvik	teşvik	teʃvik	Stem	1476
ɑʃɑɰɯɑ	aşağıya	ɑʃɑɰɯ-ɑ	Stem-dat	410
ve	ve	ve	Stem	410082
gynmyze	günümüze	gyn-myz-e	Stem-p1p-dat	565
vɑtɑndɑʃlɑrmɯz	vatandaşlarımız	vɑtɑndɑʃ-lɑr-mɯz	Stem-pl-p1p	95
tez	tez	tez	Stem	1404
øn	ön	øn	Stem	3588
