SF	Word	Segmentation	Analysis	Freq
miden	miden	mi-den	Stem-abl	1
kɑnɑtlɑrɯn	kanatların	kɑnɑt-lɑr-ɯn	Stem-pl-gen	1
topmu	topumu	top-m-u	Stem-p1s-acc	1
kudurmɑ	kudurmak	kudur-mɑ	Stem-vn:inf	1
nɑz	naz	nɑz	Stem	1
sɑʧm	saçım	sɑʧ-m	Stem-p1s	1
klipler	klipler	klip-ler	Stem-pl	1
pɑbuʧlɑr	pabuçlar	pɑbuʧ-lɑr	Stem-pl	1
ɑrkɑmdɑ	arkamda	ɑrkɑ-m-dɑ	Stem-p1s-loc	1
jenge	yenge	jenge	Stem	1
silofonu	silofonu	silofon-u	Stem-p3s	1
silɑfonun	silafonun	silɑfon-un	Stem-gen	1
ɑrɑbɑmɯ	arabamı	ɑrɑbɑ-m-ɯ	Stem-p1s-acc	1
sokɑklɑrdɑn	sokaklardan	sokɑk-lɑr-dɑn	Stem-pl-abl	1
kremiin	kreminin	krem-i-in	Stem-p3s-gen	1
dɑireden	daireden	dɑire-den	Stem-abl	1
ʧɑmɑʃɯrlɑr	çamaşırlar	ʧɑmɑʃɯr-lɑr	Stem-pl	1
gyllermiz	güllerimiz	gyl-ler-miz	Stem-pl-p1p	1
hɑvluu	havluyu	hɑvlu-u	Stem-acc	1
poɰɑʧɑ	poğaça	poɰɑʧɑ	Stem	1
ʃekerpɑre	şekerpare	ʃekerpɑre	Stem	1
gøtyrelim	götürelim	gøtyr-e-li-m	Stem-cv:ye-li-p1s	1
uɰrɑʃmɑ	uğraşma	uɰrɑʃ-mɑ	Stem-vn:inf	1
tɑvʃɑnɯ	tavşanı	tɑvʃɑn-ɯ	Stem-acc	1
eniʃtei	enişteyi	eniʃte-i	Stem-acc	1
pɑstɑhɑnede	pastahanede	pɑstɑhɑne-de	Stem-loc	1
diʃʧide	dişçide	diʃʧi-de	Stem-loc	1
hizmetʧi	hizmetçi	hizmetʧi	Stem	1
ojunʤɑklɑrm	oyuncaklarım	ojunʤɑk-lɑr-m	Stem-pl-p1s	1
tutɑlɯm	tutalım	tut-ɑ-lɯ-m	Stem-cv:ye-li-p1s	1
ikimiz	ikimiz	iki-miz	Stem-p1p	1
orɑlɑrɑ	oralara	orɑ-lɑr-ɑ	Stem-pl-dat	1
kuzulɑr	kuzular	kuzu-lɑr	Stem-pl	1
tɯkmɑ	tıkma	tɯk-mɑ	Stem-vn:inf	1
elmdekini	elimdekini	el-m-de-ki-n-i	Stem-p1s-loc-ki-p2s-acc	1
bojm	boyum	boj-m	Stem-p1s	1
ensene	ensene	ense-n-e	Stem-p2s-dat	1
doksɑndørt	doksandört	doksɑndørt	Stem	1
ɑhbɑplɯk	ahbaplık	ɑhbɑp-lɯk	Stem-lik	1
jumurtɑlɯ	yumurtalı	jumurtɑ-lɯ	Stem-li	1
tuzsuz	tuzsuz	tuz-suz	Stem-siz	1
tɑbɑklɑrɯ	tabakları	tɑbɑk-lɑr-ɯ	Stem-pl-acc	1
kuʃm	kuşum	kuʃ-m	Stem-p1s	1
sehpɑ	sehpa	sehpɑ	Stem	1
ʤyʤe	cüce	ʤyʤe	Stem	1
kɑrɯɯ	karıyı	kɑrɯ-ɯ	Stem-acc	1
ʃɑkɑʤɯktɑn	şakacıktan	ʃɑkɑʤɯktɑn	Stem	1
tekir	tekir	tekir	Stem	1
hɑlɯɯ	halısı	hɑlɯ-ɯ	Stem-p3s	1
mikrofonu	mikrofonu	mikrofon-u	Stem-acc	1
ʧɑntɑmdɑn	çantamdan	ʧɑntɑ-m-dɑn	Stem-p1s-abl	1
defterm	defterim	defter-m	Stem-p1s	1
bluzu	bluzu	bluz-u	Stem-p3s	1
ojnɑmɑnɯ	oynamanı	ojnɑ-mɑ-n-ɯ	Stem-vn:inf-p2s-acc	1
devee	deveye	deve-e	Stem-dat	1
devei	deveyi	deve-i	Stem-acc	1
bɑrdɑktɑn	bardaktan	bɑrdɑk-tɑn	Stem-abl	1
tepelerden	tepelerden	tepe-ler-den	Stem-pl-abl	1
ɯsɯrmɑɑ	ısırmaya	ɯsɯr-mɑ-ɑ	Stem-vn:inf-dat	1
oɰlɑnɯ	oğlanı	oɰlɑn-ɯ	Stem-p3s	1
ibre	ibre	ibre	Stem	1
hɑjvɑnsɯz	hayvansız	hɑjvɑn-sɯz	Stem-siz	1
mɑkɑrɑnɑ	makarana	mɑkɑrɑ-n-ɑ	Stem-p2s-dat	1
ɑbiler	abiler	ɑbi-ler	Stem-pl	1
tɯrnɑklɑrɯɯn	tırnaklarının	tɯrnɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	1
goril	goril	goril	Stem	1
hɑjvɑnmɯ	hayvanımı	hɑjvɑn-m-ɯ	Stem-p1s-acc	1
filler	filler	fil-ler	Stem-pl	1
mɑjmunlɑr	maymunlar	mɑjmun-lɑr	Stem-pl	1
domuzɑ	domuza	domuz-ɑ	Stem-dat	1
domuzu	domuzu	domuz-u	Stem-p3s	1
ʤɑnʤɑɰɯzm	cancağızım	ʤɑnʤɑɰɯz-m	Stem-p1s	1
kebɑpʧɯɑ	kebapçıya	kebɑp-ʧɯ-ɑ	Stem-ci-dat	1
nereleri	nereleri	nere-leri	Stem-p3p	1
bɑʃɯn	başın	bɑʃ-ɯn	Stem-gen	1
toplɑrɯ	topları	top-lɑr-ɯ	Stem-pl-acc	1
okuldɑn	okuldan	okul-dɑn	Stem-abl	1
ʧɯplɑk	çıplak	ʧɯplɑk	Stem	1
fiʃ	fiş	fiʃ	Stem	1
jɑɰlɯ	yağlı	jɑɰ-lɯ	Stem-li	1
ɑrkɑdɑʃɯ	arkadaşı	ɑrkɑdɑʃ-ɯ	Stem-p3s	1
puɑnɯ	puanı	puɑn-ɯ	Stem-p3s	1
dyɰyn	düğün	dyɰyn	Stem	1
kɑrdeʃi	kardeşi	kɑrdeʃ-i	Stem-p3s	1
kɑzɯ	kazı	kɑzɯ	Stem	1
jɑɰɯ	yağı	jɑɰɯ	Stem	1
dønyp	dönüp	døn-yp	Stem-cv:ip	1
dønme	dönmek	døn-me	Stem-vn:inf	1
renkler	renkler	renk-ler	Stem-pl	1
køje	köye	køj-e	Stem-dat	1
solɑ	sola	sol-ɑ	Stem-dat	1
ʧekirdek	çekirdek	ʧekirdek	Stem	1
bɯrɑkɯp	bırakıp	bɯrɑk-ɯp	Stem-cv:ip	1
sɑlɯ	salı	sɑlɯ	Stem	1
kɑleme	kaleme	kɑlem-e	Stem-dat	1
ʃɯk	şık	ʃɯk	Stem	1
hɑvɑɑ	havaya	hɑvɑ-ɑ	Stem-dat	1
jɑzɯɯ	yazıyı	jɑzɯ-ɯ	Stem-acc	1
fevkɑlɑde	fevkalade	fevkɑlɑde	Stem	1
sɯnɯfɑ	sınıfa	sɯnɯf-ɑ	Stem-dat	1
sɯrɑɑ	sıraya	sɯrɑ-ɑ	Stem-dat	1
tɑvuk	tavuk	tɑvuk	Stem	1
lɑ	la	lɑ	Stem	1
ɑnlɑʃɯlɑn	anlaşılan	ɑnlɑʃɯlɑn	Stem	1
fɑre	fare	fɑre	Stem	1
kyl	kül	kyl	Stem	1
sɑɰɑ	sağa	sɑɰ-ɑ	Stem-dat	1
filmin	filmin	film-in	Stem-gen	1
mɑkinɑɯ	makinası	mɑkinɑ-ɯ	Stem-p3s	1
merhɑbɑ	merhaba	merhɑbɑ	Stem	1
koku	koku	koku	Stem	1
gyrylty	gürültü	gyrylty	Stem	1
kɑlɑbɑlɯk	kalabalık	kɑlɑbɑlɯk	Stem	1
kimsee	kimseye	kimse-e	Stem-dat	1
ʧɯkɯp	çıkıp	ʧɯk-ɯp	Stem-cv:ip	1
gelirler	gelirler	gelir-ler	Stem-pl	1
bɑnjo	banyo	bɑnjo	Stem	1
mysɑɑde	müsaade	mysɑɑde	Stem	1
iʧe	içe	iʧ-e	Stem-dat	1
oturmɑ	oturma	otur-mɑ	Stem-vn:inf	1
tɑʃɯ	taşı	tɑʃ-ɯ	Stem-p3s	1
zejtin	zeytin	zejtin	Stem	1
hɑstɑnede	hastanede	hɑstɑne-de	Stem-loc	1
ɑdɑmlɑrɯ	adamları	ɑdɑm-lɑr-ɯ	Stem-pl-p3s	1
kollɑrɯ	kolları	kol-lɑr-ɯ	Stem-pl-p3s	1
ofisi	ofisi	ofis-i	Stem-p3s	1
veli	veli	veli	Stem	1
kurɑn	kuran	kur-ɑn	Stem-part:pres	1
kirli	kirli	kir-li	Stem-li	1
kɑrɯn	karın	kɑr-ɯn	Stem-gen	1
kendime	kendime	kendi-m-e	Stem-p1s-dat	1
kɯjmetli	kıymetli	kɯjmet-li	Stem-li	1
ʧɑmur	çamur	ʧɑmur	Stem	1
sulɑr	sular	su-lɑr	Stem-pl	1
kenɑr	kenar	kenɑr	Stem	1
øzyr	özür	øzyr	Stem	1
eli	eli	el-i	Stem-p3s	1
onbeʃ	onbeş	onbeʃ	Stem	1
tuzlu	tuzlu	tuz-lu	Stem-li	1
duvɑrɑ	duvara	duvɑr-ɑ	Stem-dat	1
ʧiɰ	çiğ	ʧiɰ	Stem	1
kemer	kemer	kemer	Stem	1
gøzyn	gözün	gøz-yn	Stem-gen	1
hɑrikɑ	harika	hɑrikɑ	Stem	1
tuvɑlet	tuvalet	tuvɑlet	Stem	1
benzin	benzin	benzin	Stem	1
sys	süs	sys	Stem	1
biber	biber	biber	Stem	1
dɑɰɯnɯk	dağınık	dɑɰɯnɯk	Stem	1
insɑnlɑrdɑn	insanlardan	insɑn-lɑr-dɑn	Stem-pl-abl	1
sormɑ	sormak	sor-mɑ	Stem-vn:inf	1
ɑnɑhtɑrɯ	anahtarı	ɑnɑhtɑr-ɯ	Stem-p3s	1
iʧme	içmek	iʧ-me	Stem-vn:inf	1
myhim	mühim	myhim	Stem	1
hɑrfi	harfi	hɑrf-i	Stem-p3s	1
komik	komik	komik	Stem	1
kɯzlɑr	kızlar	kɯz-lɑr	Stem-pl	1
hɑvɑdɑn	havadan	hɑvɑ-dɑn	Stem-abl	1
iʃɑretleri	işaretleri	iʃɑret-ler-i	Stem-pl-p3s	1
kɑdɯnɑ	kadına	kɑdɯn-ɑ	Stem-dat	1
grip	grip	grip	Stem	1
limon	limon	limon	Stem	1
mɑsɑɯ	masası	mɑsɑ-ɯ	Stem-p3s	1
tuhɑf	tuhaf	tuhɑf	Stem	1
pil	pil	pil	Stem	1
ɑbi	abi	ɑbi	Stem	1
bugynlerde	bugünlerde	bugyn-ler-de	Stem-pl-loc	1
ʤejlɑn	ceylan	ʤejlɑn	Stem	1
denizin	denizin	deniz-in	Stem-gen	1
birde	birde	bir-de	Stem-loc	1
ilɑhi	ilahi	ilɑhi	Stem	1
mø	mö	mø	Stem	1
poz	poz	poz	Stem	1
hɑkiki	hakiki	hɑkiki	Stem	1
kokuu	kokusu	koku-u	Stem-p3s	1
desen	desen	desen	Stem	1
bɑrdɑk	bardak	bɑrdɑk	Stem	1
koltuk	koltuk	koltuk	Stem	1
ɑdɑjɑ	adaya	ɑdɑj-ɑ	Stem-dat	1
bɑʤɑk	bacak	bɑʤɑk	Stem	1
piknik	piknik	piknik	Stem	1
iɰne	iğne	iɰne	Stem	1
kenɑrɑ	kenara	kenɑr-ɑ	Stem-dat	1
mɑsɑɑ	masaya	mɑsɑ-ɑ	Stem-dat	1
jɑprɑklɑr	yapraklar	jɑprɑk-lɑr	Stem-pl	1
delik	delik	delik	Stem	1
jɑt	yat	jɑt	Stem	1
bezi	bezi	bez-i	Stem-p3s	1
ʧɑjɯ	çayı	ʧɑj-ɯ	Stem-p3s	1
ørtyy	örtüsü	ørty-y	Stem-p3s	1
ɑʤele	acele	ɑʤele	Stem	1
dykkɑn	dükkan	dykkɑn	Stem	1
hemde	hemde	hem-de	Stem-loc	1
kɑttɑ	katta	kɑt-tɑ	Stem-loc	1
hejkel	heykel	hejkel	Stem	1
ʧiʧekler	çiçekler	ʧiʧek-ler	Stem-pl	1
minik	minik	minik	Stem	1
ettikten	ettikten	et-tik-ten	Stem-vn:past-abl	1
iʧerie	içeriye	iʧeri-e	Stem-dat	1
ɑnneler	anneler	ɑnne-ler	Stem-pl	1
bez	bez	bez	Stem	1
tɑksi	taksi	tɑksi	Stem	1
ʧene	çene	ʧene	Stem	1
kɑpɑk	kapak	kɑpɑk	Stem	1
kelimeler	kelimeler	kelime-ler	Stem-pl	1
uʧ	uç	uʧ	Stem	1
hɑstɑnee	hastaneye	hɑstɑne-e	Stem-dat	1
olmɑ	olma	ol-mɑ	Stem-vn:inf	1
not	not	not	Stem	1
gerʧekten	gerçekten	gerʧekten	Stem	1
ortɑdɑn	ortadan	ortɑ-dɑn	Stem-abl	1
myzik	müzik	myzik	Stem	1
uzɑk	uzak	uzɑk	Stem	1
j	y	j	Stem	1
sebep	sebep	sebep	Stem	1
ɑjni	ayni	ɑjni	Stem	1
odɑɯ	odası	odɑ-ɯ	Stem-p3s	1
tɑhmin	tahmin	tɑhmin	Stem	1
jyz	yüz	jyz	Stem	1
din	din	din	Stem	1
oj	oy	oj	Stem	1
sɯrɑdɑ	sırada	sɯrɑ-dɑ	Stem-loc	1
ip	ip	ip	Stem	1
ɑrɑɑ	araya	ɑrɑ-ɑ	Stem-dat	1
diʃ	diş	diʃ	Stem	1
ɑmɑʧlɯ	amaçlı	ɑmɑʧ-lɯ	Stem-li	1
mɑkinɑ	makina	mɑkinɑ	Stem	1
numɑrɑɯ	numarası	numɑrɑ-ɯ	Stem-p3s	1
motor	motor	motor	Stem	1
fikir	fikir	fikir	Stem	1
sɑɰlɑm	sağlam	sɑɰlɑm	Stem	1
tɑrɑf	taraf	tɑrɑf	Stem	1
ɑjɑk	ayak	ɑjɑk	Stem	1
ɑlmɑɑ	almaya	ɑl-mɑ-ɑ	Stem-vn:inf-dat	1
uzɑktɑn	uzaktan	uzɑk-tɑn	Stem-abl	1
døner	döner	døner	Stem	1
birer	birer	bir-er	Stem-dist	1
toprɑk	toprak	toprɑk	Stem	1
ɯ	ı	ɯ	Stem	1
jɑpɑn	yapan	jɑp-ɑn	Stem-part:pres	1
olɑn	olan	ol-ɑn	Stem-part:pres	1
ɑjnɯ	aynı	ɑjnɯ	Stem	1
fɑzlɑ	fazla	fɑzlɑ	Stem	1
ortɑɑ	ortaya	ortɑ-ɑ	Stem-dat	1
ʧɑlɯʃmɑ	çalışma	ʧɑlɯʃ-mɑ	Stem-vn:inf	1
bɑɰlɯ	bağlı	bɑɰ-lɯ	Stem-li	1
søz	söz	søz	Stem	1
bile	bile	bile	Stem	1
ʧeʃitli	çeşitli	ʧeʃit-li	Stem-li	1
ɑnɑ	ana	ɑnɑ	Stem	1
herhɑngi	herhangi	herhɑngi	Stem	1
jɑkɯn	yakın	jɑkɯn	Stem	1
yst	üst	yst	Stem	1
sɑn	san	sɑn	Stem	1
fotoɰrɑf	fotoğraf	fotoɰrɑf	Stem	1
jolu	yolu	jol-u	Stem-p3s	1
serbest	serbest	serbest	Stem	1
u	u	u	Stem	1
esɑs	esas	esɑs	Stem	1
sɑjfɑ	sayfa	sɑjfɑ	Stem	1
sɑnɑt	sanat	sɑnɑt	Stem	1
odɑ	oda	odɑ	Stem	1
jɑndɑn	yandan	jɑn-dɑn	Stem-abl	1
ɑn	an	ɑn	Stem	1
soru	soru	soru	Stem	1
zijɑret	ziyaret	zijɑret	Stem	1
ønʤeden	önceden	ønʤeden	Stem	1
ɑrɑ	ara	ɑrɑ	Stem	1
gynleri	günleri	gyn-ler-i	Stem-pl-p3s	1
ysty	üstü	yst-y	Stem-p3s	1
ɑdi	adi	ɑdi	Stem	1
ɑʧmɑ	açmak	ɑʧ-mɑ	Stem-vn:inf	1
meme	meme	meme	Stem	1
ʤumɑrtesi	cumartesi	ʤumɑrtesi	Stem	1
evvel	evvel	evvel	Stem	1
odɑlɑrɯ	odaları	odɑ-lɑr-ɯ	Stem-pl-p3s	1
øteki	öteki	øteki	Stem	1
kɑtlɯ	katlı	kɑt-lɯ	Stem-li	1
mutfɑk	mutfak	mutfɑk	Stem	1
dɑɰ	dağ	dɑɰ	Stem	1
ɑjɯn	ayın	ɑj-ɯn	Stem-gen	1
bøbrek	böbrek	bøbrek	Stem	1
bɑʃlɯk	başlık	bɑʃlɯk	Stem	1
pɑmuk	pamuk	pɑmuk	Stem	1
tɑze	taze	tɑze	Stem	1
yʧte	üçte	yʧ-te	Stem-loc	1
memnun	memnun	memnun	Stem	1
ɑʧmɑ	açma	ɑʧ-mɑ	Stem-vn:inf	1
tutmɑ	tutmak	tut-mɑ	Stem-vn:inf	1
tɑkɯmɯ	takımı	tɑkɯm-ɯ	Stem-p3s	1
kɑrtɑl	kartal	kɑrtɑl	Stem	1
kolu	kolu	kol-u	Stem-p3s	1
numɑrɑ	numara	numɑrɑ	Stem	1
ɑdlɑrɯ	adları	ɑd-lɑr-ɯ	Stem-pl-p3s	1
ʃejleri	şeyleri	ʃej-ler-i	Stem-pl-acc	1
iʃɑreti	işareti	iʃɑret-i	Stem-p3s	1
komʃu	komşu	komʃu	Stem	1
ʧekme	çekmek	ʧek-me	Stem-vn:inf	1
sessiz	sessiz	ses-siz	Stem-siz	1
suɑ	suya	su-ɑ	Stem-dat	1
li	li	li	Stem	1
jɑʃɑmɑ	yaşamak	jɑʃɑ-mɑ	Stem-vn:inf	1
jɑrɑr	yarar	jɑrɑr	Stem	1
sonrɑdɑn	sonradan	sonrɑdɑn	Stem	1
tehlikeli	tehlikeli	tehlike-li	Stem-li	1
gelip	gelip	gel-ip	Stem-cv:ip	1
dersi	dersi	ders-i	Stem-p3s	1
tɑtil	tatil	tɑtil	Stem	1
burɑdɑki	buradaki	burɑ-dɑ-ki	Stem-loc-ki	1
ɑʤɯ	acı	ɑʤɯ	Stem	1
hoʃ	hoş	hoʃ	Stem	1
hɑli	hali	hɑl-i	Stem-p3s	1
riʤɑ	rica	riʤɑ	Stem	1
køjy	köyü	køj-y	Stem-p3s	1
sɑɑti	saati	sɑɑt-i	Stem-p3s	1
jɑngɯn	yangın	jɑngɯn	Stem	1
søjleme	söylemek	søjle-me	Stem-vn:inf	1
sinemɑ	sinema	sinemɑ	Stem	1
vermei	vermesi	ver-me-i	Stem-vn:inf-p3s	1
beton	beton	beton	Stem	1
girme	girmek	gir-me	Stem-vn:inf	1
ʧizgi	çizgi	ʧizgi	Stem	1
montɑʒ	montaj	montɑʒ	Stem	1
bojun	boyun	bojun	Stem	1
ufɑk	ufak	ufɑk	Stem	1
jɑprɑk	yaprak	jɑprɑk	Stem	1
efendi	efendi	efendi	Stem	1
vɑkit	vakit	vɑkit	Stem	1
rɑhɑtsɯz	rahatsız	rɑhɑt-sɯz	Stem-siz	1
tehlike	tehlike	tehlike	Stem	1
kɑrʃɯɑ	karşıya	kɑrʃɯ-ɑ	Stem-dat	1
jɑzmɑ	yazma	jɑz-mɑ	Stem-vn:inf	1
dɑmɑt	damat	dɑmɑt	Stem	1
lɑf	laf	lɑf	Stem	1
søzmy	sözümü	søz-m-y	Stem-p1s-acc	1
tekme	tekme	tekme	Stem	1
bɑnjoɑ	banyoya	bɑnjo-ɑ	Stem-dat	1
kɑʧɯ	kaçı	kɑʧ-ɯ	Stem-p3s	1
mɑkɑs	makas	mɑkɑs	Stem	1
tɑvɑnɑ	tavana	tɑvɑn-ɑ	Stem-dat	1
bojɑr	boyar	bojɑr	Stem	1
treni	treni	tren-i	Stem-acc	1
ʧɑlmɑ	çalmak	ʧɑl-mɑ	Stem-vn:inf	1
bɑʃmɯ	başımı	bɑʃ-m-ɯ	Stem-p1s-acc	1
ufɑʤɯk	ufacık	ufɑʤɯk	Stem	1
hɑngileri	hangileri	hɑngi-leri	Stem-p3p	1
hɑvɑlɑr	havalar	hɑvɑ-lɑr	Stem-pl	1
perdei	perdesi	perde-i	Stem-p3s	1
ʧekinʤe	çekince	ʧekinʤe	Stem	1
ɑjɑkkɑbɯɯ	ayakkabısı	ɑjɑkkɑbɯ-ɯ	Stem-p3s	1
bɑʃlɑɑlɯm	başlayalım	bɑʃ-lɑ-ɑ-lɯ-m	Stem-la-cv:ye-li-p1s	1
binme	binmek	bin-me	Stem-vn:inf	1
køpeklerin	köpeklerin	køpek-ler-in	Stem-pl-gen	1
kɑsɯk	kasık	kɑsɯk	Stem	1
kulɑklɑrɯ	kulakları	kulɑk-lɑr-ɯ	Stem-pl-p3s	1
jɑtmɑ	yatmak	jɑt-mɑ	Stem-vn:inf	1
helvɑ	helva	helvɑ	Stem	1
ojundɑn	oyundan	ojun-dɑn	Stem-abl	1
ɑɰlɑɑrɑk	ağlayarak	ɑɰlɑ-ɑrɑk	Stem-cv:erek	1
ɑnneleri	anneleri	ɑnne-ler-i	Stem-pl-p3s	1
gynɑjdɯn	günaydın	gynɑjdɯn	Stem	1
kɑzɯk	kazık	kɑzɯk	Stem	1
sɑkɑl	sakal	sɑkɑl	Stem	1
sɑntim	santim	sɑntim	Stem	1
kɑfɑmɯ	kafamı	kɑfɑ-m-ɯ	Stem-p1s-acc	1
ɑjɑklɑrɯɯn	ayaklarının	ɑjɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	1
vereʤekler	verecekler	ver-eʤek-ler	Stem-vn:fut-pl	1
otobysy	otobüsü	otobys-y	Stem-p3s	1
ɑtɑlɯm	atalım	ɑtɑ-lɯ-m	Stem-li-p1s	1
buhɑrlɯ	buharlı	buhɑr-lɯ	Stem-li	1
kutuu	kutuyu	kutu-u	Stem-acc	1
ɑjnɯɯ	aynısı	ɑjnɯ-ɯ	Stem-p3s	1
ɑrkɑdɑʃɯɯn	arkadaşının	ɑrkɑdɑʃ-ɯ-ɯn	Stem-p3s-gen	1
dɑɰdɑ	dağda	dɑɰ-dɑ	Stem-loc	1
gyller	güller	gyl-ler	Stem-pl	1
virgyl	virgül	virgyl	Stem	1
ystyste	üstüste	ystyste	Stem	1
lyzumu	lüzumu	lyzum-u	Stem-p3s	1
bɑbɑlɑrɯ	babaları	bɑbɑ-lɑr-ɯ	Stem-pl-p3s	1
sɑbɑhtɑn	sabahtan	sɑbɑh-tɑn	Stem-abl	1
kibɑr	kibar	kibɑr	Stem	1
soɰuktɑ	soğukta	soɰuk-tɑ	Stem-loc	1
ɑvʤɯlɯk	avcılık	ɑvʤɯ-lɯk	Stem-lik	1
sopɑ	sopa	sopɑ	Stem	1
kimseden	kimseden	kimse-den	Stem-abl	1
konuʃmɑdɑn	konuşmadan	konuʃ-mɑ-dɑn	Stem-vn:inf-abl	1
otomobiller	otomobiller	otomobil-ler	Stem-pl	1
jeʃili	yeşili	jeʃil-i	Stem-p3s	1
dønelim	dönelim	døn-e-li-m	Stem-cv:ye-li-p1s	1
sevdikleri	sevdikleri	sev-dik-leri	Stem-part:past-p3p	1
ɑrkɑdɑʃnɯz	arkadaşınız	ɑrkɑdɑʃ-nɯz	Stem-p2p	1
gøzm	gözüm	gøz-m	Stem-p1s	1
geʤelik	gecelik	geʤe-lik	Stem-lik	1
tenʤere	tencere	tenʤere	Stem	1
gøtyrme	götürme	gøtyr-me	Stem-vn:inf	1
etek	etek	etek	Stem	1
gemii	gemiyi	gemi-i	Stem-acc	1
mɑjo	mayo	mɑjo	Stem	1
uʧmɑ	uçma	uʧ-mɑ	Stem-vn:inf	1
kɑrɯ	karı	kɑrɯ	Stem	1
biberi	biberi	biber-i	Stem-p3s	1
gøzme	gözüme	gøz-m-e	Stem-p1s-dat	1
rezil	rezil	rezil	Stem	1
sɑrɯlɯp	sarılıp	sɑrɯl-ɯp	Stem-cv:ip	1
tɑblɑ	tabla	tɑblɑ	Stem	1
jɑrin	yarin	jɑr-in	Stem-gen	1
ʃuun	şunun	ʃu-un	Stem-gen	1
ɑrkɑdɑki	arkadaki	ɑrkɑ-dɑ-ki	Stem-loc-ki	1
fɑreler	fareler	fɑre-ler	Stem-pl	1
jɑpɯnʤɑ	yapınca	jɑp-ɯnʤɑ	Stem-cv:ince	1
birɑzdɑ	birazda	birɑz-dɑ	Stem-loc	1
dinleelim	dinleyelim	din-le-e-li-m	Stem-la-cv:ye-li-p1s	1
fɑrelerin	farelerin	fɑre-ler-in	Stem-pl-gen	1
kɑrdeʃlerin	kardeşlerin	kɑrdeʃ-ler-in	Stem-pl-gen	1
myzikte	müzikte	myzik-te	Stem-loc	1
dykkɑndɑn	dükkandan	dykkɑn-dɑn	Stem-abl	1
dokunmɑ	dokunmak	dokun-mɑ	Stem-vn:inf	1
isteinʤe	isteyince	iste-inʤe	Stem-cv:ince	1
nelerden	nelerden	ne-ler-den	Stem-pl-abl	1
ɑɰɑʧlɑrɑ	ağaçlara	ɑɰɑʧ-lɑr-ɑ	Stem-pl-dat	1
dɑmɑ	dama	dɑmɑ	Stem	1
diʃin	dişin	diʃ-in	Stem-gen	1
direkler	direkler	direk-ler	Stem-pl	1
elektrikler	elektrikler	elektrik-ler	Stem-pl	1
juvɑlɑrɯ	yuvaları	juvɑ-lɑr-ɯ	Stem-pl-p3s	1
ɑmin	amin	ɑmin	Stem	1
bɑklɑvɑ	baklava	bɑklɑvɑ	Stem	1
hɑnɯmɑ	hanıma	hɑnɯm-ɑ	Stem-dat	1
silgi	silgi	silgi	Stem	1
ɑɰɑʧtɑ	ağaçta	ɑɰɑʧ-tɑ	Stem-loc	1
ʧɯrɯlʧɯplɑk	çırılçıplak	ʧɯrɯlʧɯplɑk	Stem	1
jɑɰmurluk	yağmurluk	jɑɰmurluk	Stem	1
binip	binip	bin-ip	Stem-cv:ip	1
ɑrɑbɑlɑrɯn	arabaların	ɑrɑbɑ-lɑr-ɯn	Stem-pl-gen	1
geʧmedikʧe	geçmedikçe	geʧ-me-dikʧe	Stem-neg-cv:dikce	1
gittikten	gittikten	git-tik-ten	Stem-vn:past-abl	1
kɑlkmɑ	kalkmak	kɑlk-mɑ	Stem-vn:inf	1
kurnɑz	kurnaz	kurnɑz	Stem	1
pilɑvɯ	pilavı	pilɑv-ɯ	Stem-p3s	1
dɑhɑki	dahaki	dɑhɑ-ki	Stem-ki	1
sɯkɯʃɯk	sıkışık	sɯkɯʃɯk	Stem	1
ʃɑrkɯɯ	şarkıyı	ʃɑrkɯ-ɯ	Stem-acc	1
bɑdɑnɑ	badana	bɑdɑnɑ	Stem	1
dyʃmeden	düşmeden	dyʃ-me-den	Stem-vn:inf-abl	1
iʃmizi	işimizi	iʃ-miz-i	Stem-p1p-acc	1
kendiin	kendinin	kendi-in	Stem-gen	1
jokuʃ	yokuş	jokuʃ	Stem	1
dɑvrɑnmɑɑ	davranmaya	dɑvrɑn-mɑ-ɑ	Stem-vn:inf-dat	1
bɑsɯk	basık	bɑsɯk	Stem	1
getirelim	getirelim	getir-e-li-m	Stem-cv:ye-li-p1s	1
pɑkette	pakette	pɑket-te	Stem-loc	1
pislik	pislik	pis-lik	Stem-lik	1
televizjonɑ	televizyona	televizjon-ɑ	Stem-dat	1
jemeklerden	yemeklerden	jemek-ler-den	Stem-pl-abl	1
bɑtɑr	batar	bɑtɑr	Stem	1
evmize	evimize	ev-miz-e	Stem-p1p-dat	1
gijip	giyip	gij-ip	Stem-cv:ip	1
koʃup	koşup	koʃ-up	Stem-cv:ip	1
viʃne	vişne	viʃne	Stem	1
jyzme	yüzmek	jyz-me	Stem-vn:inf	1
ɑpɑrtmɑnɯn	apartmanın	ɑpɑrtmɑn-ɯn	Stem-gen	1
ɑjɑkkɑbɯlɑrɯ	ayakkabıları	ɑjɑkkɑbɯ-lɑr-ɯ	Stem-pl-p3s	1
bebekte	bebekte	bebek-te	Stem-loc	1
ɑjɑkkɑbɯlɑr	ayakkabılar	ɑjɑkkɑbɯ-lɑr	Stem-pl	1
ʧimen	çimen	ʧimen	Stem	1
kɯjmɑ	kıyma	kɯj-mɑ	Stem-vn:inf	1
kumu	kumu	kum-u	Stem-p3s	1
