Word,Frequency
yıkamak,1
soyuyorum,1
mendilim,1
tırmalamadı,3
kebapçıya,1
toplayalım,2
sevdi,1
pantolonumdan,1
yesene,1
yiyeyimmi,1
yatmayacammı,1
oynamayalım,1
köyünde,1
yemiyordu,1
seviyordu,1
çıksın,4
konuşacam,1
ısırırım,2
kapanmıyor,3
zorlamayın,2
söylemedim,1
gelmiyecenmi,1
kuruğu,1
tutmadım,1
tonton,2
turlü,1
vermiyorki,1
resimler,1
seninkilere,1
başkalar,2
makinam,1
sesi,3
çikacam,1
lunaparka,1
dönmeceler,2
çalıyorlar,1
büyükler,1
lunaparkta,1
beyenmedim,1
kumlar,2
sizde,3
alsanıza,1
yapsanıza,1
cocuğa,1
basbaya,1
sallanıyorum,1
Kumburgaza,1
Kumburgazdaki,1
dayımla,1
ih,1
kumburgaza,1
Alper,3
oynayacaz,1
Fuat,4
gelmesinmi,1
geldiğin,1
abdik,1
konuşuyor,2
getirdiler,1
yırtık,2
patikleri,1
çıkmıyormu,1
çıkacak,3
bebeğime,1
yaptımda,1
koparttı,1
makasla,1
eli,1
dönüyormu,1
dönmüyor,2
burayı,5
kes,1
yapışkan,2
bıraksana,1
yapıştırdın,1
yapışkanım,1
gidermi,1
oynasınlar,2
oturdu,1
koşsun,1
Istanbulda,2
Turkçe,3
erkek,2
yuvarlanıp,1
elimlen,1
ayakla,1
atıyorlarmı,1
seyretmedim,1
takımdan,1
sor,3
Fenerbahçe,1
Zeyneplen,1
Zeynep,5
kolum,1
söylesene,1
öğlende,1
kitabın,1
kazakçıdan,1
evvelden,2
giyerek,1
süslüyor,2
kremler,1
kimi,2
evdeyken,1
kirlenmiş,2
oturttursana,1
çalsana,2
alsın,5
kakam,1
Yeşimcim,1
içınde,1
toplamacılık,1
içiyorsun,1
ışığı,2
yakayımmi,1
acıttı,1
0Han,2
acıtmıştı,1
0evdeki,1
entariye,1
bindir,1
bindireyimmi,1
takayım,3
ancak,1
yatarmı,1
bayık,1
bıyık,2
anneler,4
silerim,1
kulağıma,2
babayı,3
şavın,1
0şavsalın,1
0savsalın,1
çamaşırın,1
koyduk,1
süpürdü,1
tahtayla,1
kediylen,1
tıpış,2
öteki,1
yıkanırlar,1
yıkanır,2
yüzermi,1
düşmemiş,2
xxxsı,1
mo,1
arabada,7
bardağının,1
ördekle,1
kokoşu,1
döndüreceğim,1
anlatmıyor,1
ördekleri,1
çalışıyorum,1
almamış,2
dökeceğim,1
oynayayımmı,1
kapatayımmı,2
koyayımmı,2
bağladınmı,1
pijama,3
giydi,3
yiyecekmiş,1
yemiyeceğim,1
gitmediler,1
„,1
okuldalar,1
koşsunlar,2
oynatmıyorum,1
oynamıyorlar,1
taşları,2
atar,8
bunlarlan,1
yürütelim,1
kapanmiş,1
buçukta,5
sokturuyum,1
yürütücem,1
ütülerim,1
vim,1
serpiyor,1
tozlar,1
ütülendi,1
yapınca,2
ısınıyor,1
atmıyorum,2
atılmaz,1
vurur,2
annelerin,2
ütülüyüm,1
ütüledim,2
bulduk,1
ziyanı,1
yoksa,2
ütülüyeceğim,1
ütüleyim,1
ütülüyecem,1
çalıştırma,1
gidin,3
buyrun,2
gidecekler,1
koştururum,1
koşturamam,1
Mürvet,2
nerdesin,1
ezan,1
okunuyor,2
amin,1
boncuklara,1
bindimi,1
boncukları,3
yüzdüler,1
yıkandilar,1
oğlanları,1
yıkansınmı,1
anneleri,2
anneydim,1
anneydi,1
çabuk,2
oturtalım,2
kıvıramıyorum,1
kıvırabilirsin,1
çocugu,1
oturt,1
öbürü,2
devirsin,1
babaanneyi,2
etsin,1
obürünü,1
bnun,1
gelecekmi,1
babanne,1
kahvaltının,1
durduruyorum,1
annelere,1
yorgan,2
sarılsınlar,1
gotürelim,1
sürda,1
surda,1
geniş,1
giydirelim,1
elbeziymiş,1
şapkasıymış,1
takılırmı,1
kondumu,1
konsun,1
kenar,1
ısırsın,6
ölüyor,1
doktoru,1
nefes,1
şeyini,1
şapkasını,1
olduk,2
düzelt,1
baliğın,1
bıcı,5
almıyoruz,1
ağzımı,4
thip,14
ağbey,1
ço,1
huhh,3
ıhı,2
bitanesini,2
şişircem,1
ölü,1
hehh,1
koşuymmı,1
bilmiycem,1
bakıym,1
içiyim,2
söyleycem,1
hatırlandım,1
geceliyin,1
yoyuyor,1
huhhh,1
kelemlen,2
kalkim,1
içe,1
şukadar,1
şukadardı,1
bukadardı,1
kadadı,1
tekerlekleri,2
sündan,1
demincen,1
gösteriym,1
almışlardı,1
çalmıştı,1
götürmüşlerdi,1
kırmızıdı,1
yengemlerde,1
sehpa,1
tabla,1
Nezahat,1
Nejat,1
Uğur,1
Cemilenin,1
yanındaki,1
tuzluk,1
Hakkı,1
eniştem,6
kulağımda,1
Serap,3
dükkandan,1
pembesini,1
gör,2
Aygazda,1
ağladım,4
halamda,1
resimlere,1
pirinç,1
çorbadan,1
etli,1
sıkmadım,1
yürümezler,1
ördü,2
taşlarımı,1
aldınmı,1
örmüş,2
ablayla,1
tanıyorum,1
Tayfun,1
oynamadım,2
oğlanla,1
oynuyormuyum,1
toplar,1
oyuncağımdan,1
kalabalık,1
binmedim,2
çantamı,2
kremim,1
almadım,1
aş,1
uyumuyor,1
Vimle,1
Omo,1
daireden,1
ıffff,1
tırmalamazlar,2
kızmadan,1
yoklar,1
koyalımmı,1
devrildiler,2
seviyimmi,1
çantana,1
mendili,1
çantanda,1
mektepte,1
koymadan,1
arabalı,7
taksiye,1
minibüse,4
banyolara,6
taslan,1
poaça,5
topla,1
minibüs,2
arası,1
taraftan,2
termale,1
yıkandım,7
indim,2
baktık,3
duruyordu,5
havlu,2
sarıldık,1
sabunu,4
getirdik,1
hamama,2
yıkandık,1
sularla,3
sıcaktı,2
oldum,2
bekçi,2
salıncakları,2
koparıyor,2
lütfen,1
araban,2
oğretmenin,2
arkasındaki,1
vapurda,5
içtik,2
gazozlan,2
halamın,1
sandalyesine,2
verirmisiniz,4
şekerpare,2
pastahaneden,2
gönderiyor,1
yolluyor,2
mercedes,1
arabasını,2
elledim,4
tutarken,2
tekerleklerin,3
arabasının,3
çiktı,1
arabadan,2
kenarısına,2
bağirdı,1
pırt,2
götürelim,2
kafasıza,1
dövüyorlar,3
yedirmiyorlar,2
akıyordu,1
akıyor,9
dum,1
burnun,1
aktı,2
sivaşıyor,1
demirin,2
çarpıyorum,2
yukarıya,3
selam,3
Tolga,3
benlen,3
Tanjuyla,3
senlen,2
çantam,2
karıştırmaz,2
arabalarımı,2
karıştırıyorlar,2
devamlı,1
çarpıyorlar,1
çantama,2
konuşurken,1
öğretmene,2
halamlan,1
vapurlara,1
istedim,1
dükkanda,3
özlüyorum,1
çıkarlar,2
dan,1
gireceğim,1
akmışlar,2
sabaha,2
silmiş,2
yağıyor,7
saçlarımıza,2
paltomuza,2
arabalarımız,2
bisikletim,2
topumlan,2
kağıdı,4
bağlıyoruz,2
ağına,1
Hülya,3
yaptırmıyor,2
çalıştırmıyor,2
defterlen,2
Akbank,3
yapım,1
yakar,2
yuvarlaklar,2
süraya,1
yazayım,2
öcü,3
camlara,2
karıstırir,1
şurasını,2
yeyince,1
oluyorum,4
düsme,1
yüzüne,2
yanaklarına,2
dudağını,1
aşağıdası,1
ge,1
jiit,1
jiitt,1
oyuncağı,1
tu,1
kalmaya,1
jitt,1
sarılsın,2
M,1
kapıyım,2
saklamayı,1
poğaça,6
ııhh,1
kapayalım,1
kalsınlar,1
komuş,1
kapakta,1
gülsün,1
istedin,1
çikar,1
cıkar,6
sıkılmış,1
tuttu,3
halası,2
otomobil,1
kapa,1
oynaca,1
ğım,1
up,4
cıkıyor,2
getirmemiş,1
kapanmış,1
açmak,1
kapayım,2
kapayacam,1
karşıya,1
mutta,1
istermisin,1
ninene,1
okay,1
bib,1
kapıcı,2
günde,2
dadımlan,1
birdaha,1
oooohh,1
oppa,3
uyudum,2
dingi,2
süslendi,1
adida,1
açtık,1
ra,1
okuyacak,2
cıksın,4
çıkıyorlar,1
yesin,2
hoh,2
yakmıyor,1
yakmıyacak,2
girecem,2
öcüler,1
söndü,2
elektrikler,1
koko,2
dövdü,4
Naneyi,1
Cemile,3
bacağımı,1
kan,4
ayağımı,1
yiyordu,2
bacağı,1
ışıklar,2
koyacağım,1
kokuyor,2
girsinmi,1
bırrr,1
otomobillerim,2
brrr,1
kamyonet,1
burr,4
burrr,1
kapıda,1
uyutuyor,1
kapatılıyor,2
girecek,2
bilet,1
örtecem,1
düşmedi,1
koyup,1
saklıyorum,1
öbürünü,1
saklanacak,2
aramayacak,1
götürecen,1
büçukta,1
bozulmuş,3
uyuyacak,1
birakmayalım,1
şeydi,1
parkada,1
büçükta,1
Mıstıkla,1
Ulker,2
ğtürmüyor,1
göturüyor,1
sorma,1
açacağım,1
yapmıyacam,1
kopar,1
götürmesin,1
dinliyorum,1
laylay,1
binmediler,1
benım,1
kutum,1
hoppacık,1
çal,1
uçağın,1
dokuzda,1
çiktım,1
Semihlen,1
vurduk,1
taşla,1
amcada,1
inekle,1
başı,1
yazıyım,1
akıllıyım,1
ineği,1
yalasın,1
Pop,1
Kezban,3
bişeyle,1
ikibuçukta,2
mandolinim,1
çalmıyorum,1
düzeltti,1
çalıyormu,1
çiçeklerin,3
gülleri,1
konuşursam,1
bırakırsın,1
alırsın,2
saklayım,1
arasında,1
eniştemde,1
vereyimmi,1
bırakırsan,1
araabaları,1
saklıyalım,2
geliyorlar,2
masada,1
geçer,1
taksıye,1
taşlan,1
toplan,1
minibüsle,1
sarındı,1
gibiydi,1
götürdük,3
hertarafa,2
vapurun,1
binmiyorum,1
oralarda,1
salıncağı,1
Sarıyerde,1
hamamın,1
Mercedes,2
dönüyordu,1
tekerleklerinin,1
sonradan,1
arabbanın,1
klakson,1
ablamın,2
öğretmeni,1
bulamıyoruz,1
sıvaşıyor,1
koşuyormusun,1
kalkıp,1
veriyordu,1
Tulga,3
oynıycam,1
Tanjuylan,1
çantamda,1
karıştırırken,2
halamla,1
gidioruz,2
çıkmıyoruz,1
otobüsten,1
oturucam,1
Emirgan,1
kapağdan,1
kaleme,1
gızzzz,1
ayyy,1
karıştırır,1
koyum,1
yiyince,1
ağızına,1
gırgırlıyor,2
yağmış,1
sonrra,1
Elmas,1
pastahaneye,2
arabasınlan,1
Mercedesinlen,1
arabasında,1
model,2
Ford,1
gazte,1
çeviriyorum,2
bakmadılar,1
koymadılar,1
etim,1
dilim,1
yaktı,1
dişçi,1
içmedimmi,1
içmedim,1
tükürdüm,1
konuştu,1
oynayayım,1
oyuncaklarıylan,1
dağıtık,1
söyleyenlere,1
aaaa,1
yenirmi,2
söylüyorsun,1
yedin,2
yemeklen,1
üzerine,2
dökülürmü,1
dökülmez,1
vrrr,1
jırrr,1
tırrr,1
bardası,1
kalktık,2
çöz,2
veirmisin,1
asılı,2
takıyımmı,1
birtanesi,1
mış,1
bebeğe,4
gitmedikmi,1
içersine,2
dönmuştü,1
dönmüş,1
bebeğim,2
çıktılar,1
Müge,1
Mügeylen,2
sokulmuyor,1
oynamaz,1
aşağıdaki,2
çocukla,1
simidim,2
gidiyim,1
aletlerim,4
oyuncakçıdan,1
gitmiyorlarmış,1
gitmiyormuş,1
dönüyormuşlar,2
gidiyormuşlar,2
yapıyormuş,1
sokaktaymış,1
kalıyormuş,1
konuşmuyormuş,1
ey,1
topumu,2
İstanbulda,1
ayağımlan,1
çekiçte,1
Cayan,2
tepesi,2
ablacım,1
fırın,3
dadım,1
dadı,1
vermedim,1
tutmuyoruz,1
girerim,2
koyamamki,1
uyusunlarmı,1
yatmıyacaklarmı,1
halıyı,2
yürüyormu,2
pantolona,1
düşermi,1
çekmecesinde,1
odadaydı,1
Kadriye,1
saatle,1
sokayımmı,1
dolmuş,1
açılıyormu,2
anlatmamki,1
duydunmu,1
pencereye,1
içecem,4
bumbu,1
bacı,1
dolaşıyım,1
geçeyimmi,1
takılıyormu,1
takabilirim,1
takamıyorum,1
pencereleri,1
düldülle,1
duvarlar,2
içindeki,1
demiyeceğim,1
kitabıma,1
getirelim,1
bozulmadı,1
indir,1
davul,1
sopayı,1
gidelimmi,1
dondurmacı,1
bunuda,1
çişim,2
oynamıyacağım,1
durun,1
bitsin,2
gelıyor,1
takabiliyorum,1
şurayı,1
oda,5
fruko,1
getir,2
şurasından,1
tıkmıyayımmı,1
tıkmıyım,1
koymuşum,1
giymişmi,1
bura,1
koyar,4
altısına,1
bebeklere,1
şunlan,2
Fatoş,2
göstereyim,1
çıkarayım,1
pişiriyoruz,2
böbrek,1
fırının,1
etekliği,1
mutfağa,1
dişarda,1
komşular,1
gidiyom,1
oturacağım,1
getiriyorsun,1
koyarsam,1
yersen,1
kafana,1
vurarsam,1
ağlarsın,1
calışayım,1
üstününe,1
koyarlar,1
yazılı,1
çalmadı,1
plakların,1
yazılısı,1
hiy,1
Sedat,1
içeyimmi,1
kitab,1
tavşancık,1
damları,1
buluyor,2
neredesin,1
adamcağız,1
oğlunu,1
evdeymiş,1
yiyormuş,2
doldururmusun,1
çantandan,1
takacam,1
kitaptan,1
meysu,1
uzaklarda,1
uh,1
uhh,1
dairesine,1
naylonda,1
tavukları,1
otobüsleri,1
görüyorlar,1
grimmmm,1
damm,1
sofraya,1
getiriyom,1
şeylere,1
Remziyelere,1
Remziyelerde,1
yoktum,1
yoktun,2
dikmedi,1
cakmı,1
sokuk,1
tellal,1
iken,2
pire,1
berber,1
filancanın,1
paltosu,1
yoh,1
çarşıda,2
peştamalın,2
ortası,2
kedim,3
yakalasın,1
acıkmişta,1
bahtaniye,1
gelecen,1
gördünüz,1
Hacıdayım,1
Hacı,4
konuştular,1
dakikada,1
gittiniz,1
kestirene,1
olmayınca,1
gitmedinizmi,1
Tarkanlar,1
giyindiler,2
indik,1
yürürken,1
berbere,1
berberin,1
bekliyordu,1
ağbım,1
üşümüyorum,4
arkadaşımı,2
Osmanı,1
tabanca,2
tabancaları,3
çıkartıyorum,1
fazla,1
tanimıyorum,1
Işılla,1
onunda,1
yatarlar,3
yokuşlardan,1
çıkarım,3
uçurumlar,1
uçurumlardan,1
yatmam,4
otururum,1
yatarım,1
uyumam,1
uyuyamıyorum,1
uyu,3
once,1
uyanmıyor,1
giriyorum,1
akadar,1
taşlarla,1
sıralarım,1
hoplarım,1
zıplarım,1
abinin,1
topunlan,1
oynuyormusun,1
yünden,1
odayı,1
görmedin,1
banyo,1
boyanacak,1
boyandı,1
boyamadı,1
boyadı,1
fırcası,1
fırçalar,1
sopalı,1
fırça,1
teyzelerin,1
fırçası,1
ağzımız,1
çizerim,2
Işılın,1
hediye,1
pijamalık,1
kazağında,1
ilikleri,1
pijaması,1
Melek,2
kalıyor,2
uyuyunca,1
gözlerimi,1
namaz,1
kılıyor,1
gözümüz,1
yorgun,1
süslenmiyor,1
süslenmez,1
anneanneler,1
pudra,1
kaşını,1
boyanınca,1
ıslak,1
bez,1
unutuyor,1
bıkıyor,2
bıkiyor,1
çalışınca,1
mektupta,1
gürultü,1
gürültü,3
Sadan,2
sataştı,1
komşu,1
yapıyorsunuz,1
bağıriyor,1
çingeneler,1
yaşıyor,1
kapıcılar,1
tutsa,1
Burakların,1
Buraklarda,1
taşındılar,1
buldular,1
Burakları,1
taşınmıyacaklar,1
inşallah,1
Buraklar,1
çalışması,1
gürültüden,1
asıl,1
geciyorsunuz,1
aptallar,1
şikayet,1
oynayacakmı,1
tırmalasın,2
tırnağı,1
pisinin,1
kaşıyor,1
çöplere,1
varya,1
erikle,2
olacağına,1
vermemiş,1
Fundanın,4
topunu,2
versin,2
çocuğuna,1
verecen,1
verdin,1
yazıktır,1
konuşamaz,1
acıkınca,1
çöpleri,1
sırtlarında,1
tüyleri,2
maymunların,2
elbisesini,1
konuşamıyorlar,1
ordakiler,1
yürüyemiyormu,1
sudur,1
istemezler,1
çamura,1
koyarsan,1
iyileşirler,1
üşuyen,1
açarsan,1
televizyonu,2
mart,2
başlar,2
biter,2
haberler,1
kapanış,1
kaçarlar,1
dururken,1
ağacı,2
yüzdürmüyorsun,1
hayvanların,1
kapalıdır,1
Arnavutköyde,1
kış,2
götürecekti,1
götürmedi,1
yüzüyorlardı,1
Tayyara,1
korkuyordu,1
boğulursun,1
yüzdüm,1
şapır,2
kolluklarla,1
Işıl,3
kumlarda,1
götür,1
düğüne,2
sıkıldık,1
arkadaşlarla,1
şakadan,1
şaşı,1
ayakkabılarımı,1
çizmelerimi,1
yağıyordu,1
değilmiydi,1
çıktık,1
karlarda,1
buzlarda,1
kaydık,1
buzlar,1
bumbuz,2
titriyorum,2
eldiveni,1
allah,1
şaşırdık,1
Işıllardan,1
karda,1
eskiden,2
durup,1
binecek,1
teyzenin,1
çektim,2
gitmeyecek,2
üzüyoruz,2
diyoruz,4
çadır,1
çatlak,2
seslidir,1
parlak,1
dili,1
birseyim,1
fotoğraf,1
makinası,2
oltalar,1
babasinın,1
olta,1
soru,1
soruyum,1
yatıyormu,1
sırtüstü,1
biryerlerde,1
oturmuyorlardı,1
uyumazlarki,1
yuvasını,1
kapıyor,1
kapadıktan,1
kadarcık,1
yatağını,2
rahat,3
anladınmı,1
bacaklarını,1
otururlar,1
kalkıyorlar,2
bebeklerin,1
masalını,1
ağlarmış,2
durmazmış,2
odasına,1
atlamiş,1
oturuyorlarmış,2
aşağısı,1
yüksekmiş,1
kat,1
deyince,1
kemiği,1
kırılınca,1
anneside,2
atlamıs,1
kemiğini,4
Boncuk,8
çiviyle,1
çakmamışmı,1
bağırmış,1
çakmışsın,1
çiviyi,1
çıkartırken,1
eti,1
kopmamışmı,1
gebermiş,2
polisler,1
güzelce,1
uyandırmamış,1
damla,1
damlatmış,1
çapak,1
alamıyor,1
acidı,1
kızla,1
koşsunmu,1
öglan,1
yemiyelim,1
Aylinle,1
kardeşimle,1
iskambil,3
saklanırım,1
sallıyorum,1
martı,1
herşeyden,1
heryerini,2
yaptıktan,1
dedemle,1
verdiler,1
yaşımdaydım,1
varız,1
Mustafayı,1
oynatırım,1
tarar,1
sürer,1
sürmez,1
gözlerine,1
süruyor,1
yazıcam,1
temizlerim,1
süpürürüm,1
süpürgemle,1
içindekiler,1
lombülü,2
kokladı,1
sünu,1
getirmedinmi,1
çimdikledi,1
kevgir,1
akar,1
hüp,2
seninki,1
yıkanacak,1
yıkarım,1
yesende,1
vericem,1
kaşiğı,1
çimdikler,1
yedirirdik,1
yerdi,1
suyumu,1
geliyim,1
bulamadı,1
mamalarını,1
hazırlardım,1
yatıcam,1
nerdedir,1
dağlar,1
orman,1
keselim,1
yiyelim,1
tüylerini,2
çıkaramam,1
abiden,1
pişiriyorum,2
yazıyorsun,1
oynıyacaz,1
kapınin,1
askerde,1
süpürüyorüm,1
bununla,1
ane,1
süpürgemiz,1
vericenmi,1
plağımız,1
vır,1
sütümü,1
ıciyorum,1
boks,1
hov,1
çayla,1
ku,4
oyuncağını,5
sevmedim,1
Sibelin,1
teyzemin,1
parmağı,1
üflüyormusun,1
inecem,2
teybim,1
mikrafon,1
kimsiniz,1
iyiyim,1
nana,1
nini,1
plağın,1
mikrafonu,1
doluyor,1
bastırayım,1
tavla,3
oynuyalım,3
lay,4
lo,2
duyuyormusun,1
oynuyacağız,2
verme,2
otursunlar,1
yiyecenmi,1
istemiyormuş,1
konuşuyum,1
kaysın,1
kayacak,1
oturduğu,1
koşabiliyor,1
pijamasını,1
pişirir,1
tencerenin,1
karnına,1
kendisini,1
pahalı,1
babaannemi,1
köyde,1
ineklerden,1
mahahhhhhhh,1
içiriyor,1
yatırayım,1
takılmış,1
yatağıma,3
hamsici,1
ocağın,1
yeme,2
değilsin,2
pijamaları,1
gecelik,1
oyuncaklardan,1
jipim,1
almam,2
kafamız,1
şişiyor,1
kafamlar,1
şişer,2
kafam,2
kanar,1
tablada,1
Kubilay,2
arkadaşın,2
ittim,1
sokaktan,1
saklanıyorlar,2
yuman,1
buluyorlar,1
hazırladı,1
pisikletimi,1
kimsesini,1
eğilince,1
birşeysi,1
ağızlarını,1
annesiyle,3
dükkanına,1
kaşar,1
gideceğim,1
olmayacağım,1
zıplıyor,1
bitecekti,1
koyuna,1
çarpsın,2
elin,1
yerli,1
geyikten,1
yapacaz,1
boynuzlarlan,1
tenekesi,1
tenekeleri,1
batırıyor,1
yıkanmazlar,1
banyoya,1
temizlenirler,1
pise,1
kullanırlar,1
kokulu,1
yoluyorlar,1
banyoda,1
macunları,1
traşlanıyorlar,1
tuvalette,1
hapur,2
çöpler,1
kedilerle,1
etmezler,1
aslanlarla,1
kaplanlar,1
öldürüyorlar,1
banyolarına,1
çeşmeyi,1
bardaklarınla,1
bardaklarını,1
pisiler,1
birşeyi,1
susuyorlarda,1
çaylar,1
pisilere,1
köpeklere,1
boklular,1
martılar,1
kitabımda,1
serçe,1
minik,1
civ,2
serçecik,1
papatya,1
Gülü,1
kardeşiyle,1
okşuyor,1
tırmanma,1
yüzen,1
balıklardan,1
batırır,1
çantası,1
dağılmış,1
üçe,1
0beşe,1
havuç,1
ipi,1
xxxnı,1
kabuklu,2
canını,1
yaktılarmı,1
bitirir,1
sahiplerini,1
bodrumda,1
köpeğim,3
0ancak,1
doğruyorum,1
cezveyi,1
koymuyorum,1
cezveye,1
şekerini,2
kaynar,2
ocağı,1
söndürürüm,2
çekerim,1
ocakı,1
pilavı,1
karıştırırım,1
atıp,1
buyur,1
bakarlar,1
cikk,1
ede,2
yediriorum,1
veriyorum,2
bazıları,3
geziniyorlar,1
yalar,1
vahşi,1
kılçığını,1
batıra,2
kıprarlar,3
dalgada,1
ibre,3
kuşunu,1
hic,1
karıyı,2
Okolonya,2
düsürmüş,1
Okolanya,1
arap,1
sofra,1
çeşit,2
sofram,1
adımdaymış,1
Nağmeymiş,1
prenses,1
toprağını,1
ibici,1
çalılarda,1
hoppidi,2
zıplarken,1
poposuna,1
çalı,1
vay,2
popom,2
kardeşe,1
Fatma,1
Bop,7
ammca,1
Serpil,1
Sepil,1
kocası,1
karısı,1
matematik,1
resmimizi,1
demiyorum,1
İbrahim,2
küçükken,1
derdim,1
kırıldımı,1
koyunun,1
zavallı,1
yapıştıralımmı,1
kırılmışmı,1
şeyimin,1
üşümesinler,1
yağıcak,1
cüceyi,2
prensesi,1
kimseyi,1
karıylan,1
cüce,2
yolunda,1
bulamıyormuş,1
mandalina,3
doymuş,2
yemem,1
üveymiş,1
meğer,1
kalmamış,1
babasıyla,2
amcası,1
Selma,1
Niket,1
Niketlen,1
Meyremlen,1
kuvvet,1
getirmek,1
olmak,2
söyleyeyimmi,1
biryerde,1
dolabının,1
ayın,1
sonuna,1
düzeltirmisin,1
Avrupalıdır,1
süpürgem,1
onunla,1
0toz,1
pirizle,1
söyliyince,1
yataktan,1
kazılıyorlar,1
kumu,1
kazıyorum,1
kazıyorlar,1
arkadaşlarımla,2
kovam,2
tırmığım,1
küreğim,1
arabanız,2
sürüp,1
oynarken,1
öbürünün,1
renkleri,1
siyahlı,2
bezli,2
öksürmemişti,1
evinize,1
yüzünü,1
televizyona,1
inşaata,1
gittikten,2
vakit,1
geçiriyoruz,1
çayımızı,1
yumurtamızı,1
mışıl,2
dişlerimizi,2
fırçalıyoruz,2
macunu,1
dışlerimi,1
fırçalıyorum,1
anlatamam,1
yakalıyacak,2
atacak,1
babaannesine,1
tık,5
açmıyor,1
babaannesi,2
paspasın,1
açıyormuş,1
pastasını,1
veriyormuş,1
kıza,1
bakıyormuş,1
düşmem,1
erkekler,1
şeyder,3
Enginin,1
Cenger,1
ayıklıyordu,1
taba,1
bardakları,1
ayaklarımla,1
tertemiz,1
havluya,1
somyaya,1
başımı,1
kuruluyor,1
eşya,1
odama,1
eşyalar,1
yastığım,1
somyada,1
0kutum,1
çividin,1
torbanın,1
cami,1
Sişlinin,1
köp,1
kö,1
şeyderler,2
alarlar,1
çiğnerler,1
alırlar,1
yutarlar,1
doldurur,1
kovasına,1
köpekten,1
kediden,1
cı,3
tavuklar,1
gıt,2
gıdak,1
yumurtam,1
tavuklarıma,1
tabakla,1
kaşıgı,1
alınız,1
yaşar,1
soralım,1
tutuy,1
pırıl,2
ağlıyan,1
ısır,1
ısırmadı,1
ısırsınmı,1
döker,1
dıslerimı,1
fırçalarken,1
ellerimi,2
Pelincim,1
0verin,1
oyuncaklarıyla,1
kırmak,1
0için,1
düşücem,1
düşerim,1
sorucam,1
söndürüyor,1
kalsaydı,1
düşerdı,1
görmemiştim,1
bindirirdi,1
tıkıtak,1
tıkıdak,1
giderdim,1
rengi,1
